num,API num,API,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Magnesium Stearate,Gum,Chitosan,Sodium saccharin,Talc,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,Weight(mg),HARDNESS,FRIABILITY,THICKNESS (mm) (mean),Wetting time (s) (mean),Drug content (%) (mean),DISINTEGRATION_TIME,Water absorption ratio,DIAMETER(mm) (Mean),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS
1067,213-3,Losartan potassium,25,52,149,0,8,0,2,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.27,0.33,1.4,21.12,98.75,17,38.16,0,0.51,0.57,17.6,1.19,19.7,461,4.85,1,6,8,77.7,31,526,-6.72
1068,213-4,Losartan potassium,25,56,149,8,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.15,0.41,1.4,38.26,98.34,35,59.46,0,0.54,0.6,13.2,1.15,18.8,461,4.85,1,6,8,77.7,31,526,-6.72
1069,213-5,Losartan potassium,25,54,149,10,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.16,0.28,1.4,35.18,98.45,27,55.16,0,0.52,0.56,14.8,1.18,17.2,461,4.85,1,6,8,77.7,31,526,-6.72
1070,213-6,Losartan potassium,25,52,149,12,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.19,0.48,1.2,31.12,99.24,25,49.14,0,0.53,0.58,15.4,1.21,19.2,461,4.85,1,6,8,77.7,31,526,-6.72
1071,213-7,Losartan potassium,25,56,149,0,8,0,2,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.24,0.36,1.4,58.23,96.92,51,61.9,0,0.51,0.55,14.4,1.16,19.8,461,4.85,1,6,8,77.7,31,526,-6.72
1072,213-8,Losartan potassium,25,54,149,0,8,0,2,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.17,0.39,1.4,55.11,98.15,49,59.62,0,0.5,0.54,16.4,1.19,17.6,461,4.85,1,6,8,77.7,31,526,-6.72
1073,213-9,Losartan potassium,25,52,149,0,8,0,2,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.21,0.39,1.3,53.72,98.82,48,56.04,0,0.49,0.5,17.9,1.21,17.2,461,4.85,1,6,8,77.7,31,526,-6.72
1074,215-1,Imidapril,10,75,56.5,0,0,0,0,0,0,0,2,0,2,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.99,0.38,2.97,48,98.16,52,58.2,0,0.45,0.53,15.09,1.17,27.35,405.4,-0.7,2,7,10,116,29,619,-2.64
1075,215-2,Imidapril,10,75,55,0,0,0,0,0,0,0,2,0,2,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.96,0.61,3.08,45,98.65,45,60.5,0,0.48,0.55,12.72,1.14,29.5,405.4,-0.7,2,7,10,116,29,619,-2.64
1076,215-3,Imidapril,10,75,53.5,0,0,0,0,0,0,0,2,0,2,0,4.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.01,0.49,3.98,39,97.01,36,64.1,0,0.43,0.48,10.41,1.11,30.18,405.4,-0.7,2,7,10,116,29,619,-2.64
1077,215-4,Imidapril,10,75,52,0,0,0,0,0,0,0,2,0,2,0,6,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.94,0.36,3.05,29,98.18,28,66.5,0,0.56,0.63,11.11,1.12,27.91,405.4,-0.7,2,7,10,116,29,619,-2.64
1078,215-5,Imidapril,10,75,50.5,0,0,0,0,0,0,0,2,0,2,0,7.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.05,0.5,2.24,22,99.97,19,66,0,0.53,0.62,14.51,1.16,28.78,405.4,-0.7,2,7,10,116,29,619,-2.64
1079,215-6,Imidapril,10,75,56.5,1.5,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.56,0.41,3.04,58,97.05,50,60.4,0,0.48,0.56,14.28,1.16,28.05,405.4,-0.7,2,7,10,116,29,619,-2.64
1080,215-7,Imidapril,10,75,55,3,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.99,0.45,2.96,62,99.16,42,61.5,0,0.49,0.57,14.03,1.16,28.75,405.4,-0.7,2,7,10,116,29,619,-2.64
1081,215-8,Imidapril,10,75,53.5,4.5,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.85,0.56,3.01,60,98.71,38,64.7,0,0.56,0.65,13.84,1.16,26.51,405.4,-0.7,2,7,10,116,29,619,-2.64
1082,215-9,Imidapril,10,75,52,6,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.4,0.71,2.94,63,99.4,31,68.5,0,0.52,0.58,10.34,1.11,30.06,405.4,-0.7,2,7,10,116,29,619,-2.64
1083,215-10,Imidapril,10,75,50.5,7.5,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.12,0.58,2.96,59,98.67,28,70.8,0,0.55,0.62,11.29,1.12,24.73,405.4,-0.7,2,7,10,116,29,619,-2.64
1084,215-11,Imidapril,10,75,56.5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.23,0.39,3.09,60,99.12,48,58.3,0,0.52,0.61,14.75,1.17,26.53,405.4,-0.7,2,7,10,116,29,619,-2.64
1085,215-12,Imidapril,10,75,55,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.19,0.68,3.04,62,98.99,39,61,0,0.49,0.57,14.03,1.16,28.016,405.4,-0.7,2,7,10,116,29,619,-2.64
1086,215-13,Imidapril,10,75,53.5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.98,0.55,2.99,64,99.55,33,64.3,0,0.56,0.65,13.84,1.16,29.08,405.4,-0.7,2,7,10,116,29,619,-2.64
1087,215-14,Imidapril,10,75,52,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.91,0.79,2.95,63,97.25,27,65.1,0,0.58,0.67,13.43,1.15,30.15,405.4,-0.7,2,7,10,116,29,619,-2.64
1088,215-15,Imidapril,10,75,50.5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,4.31,0.62,3.02,65,98.99,24,72.2,0,0.54,0.61,11.15,1.12,29.48,405.4,-0.7,2,7,10,116,29,619,-2.64
1089,217-1,Ramipril,20,90,0,0,0,0,2.5,0,0,0,2.5,0,0,55,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.4,0.52,2.8,37,0,32,62,0,0.85,0.98,11.93,1.15,25.33,416.5,1.4,2,6,10,95.9,30,619,-3.82
1090,217-2,Ramipril,20,90,0,0,0,0,2.5,0,0,0,2.5,0,0,55,55,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.9,0.46,2.7,35,0,31,64,0,0.78,0.88,12.64,1.12,24.43,416.5,1.4,2,6,10,95.9,30,619,-3.82
1091,217-3,Ramipril,20,90,0,0,0,0,2.5,0,0,0,2.5,0,0,55,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.5,0.43,2.7,33,0,31,65,0,0.69,0.75,10.94,1.08,26.33,416.5,1.4,2,6,10,95.9,30,619,-3.82
1092,217-4,Ramipril,20,90,0,0,0,0,2.5,0,0,0,2.5,0,0,55,65,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.7,0.42,2.6,29,0,29,68,0,0.64,0.68,13.27,1.06,23.23,416.5,1.4,2,6,10,95.9,30,619,-3.82
1093,217-5,Ramipril,20,90,0,0,0,0,2.5,0,0,0,2.5,0,0,55,70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,3.8,0.44,2.7,35,0,29,67,0,0.66,0.77,12.76,1.16,25.64,416.5,1.4,2,6,10,95.9,30,619,-3.82
1094,219-1,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.8,0.1,3.72,0,0,34,0,0,0.364,0.545,10.8,1.11,31.5,391.5,1.44,2,5,6,87,29,412,-2.69
1095,219-2,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,0,5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3.6,0.12,3.68,0,0,26,0,0,0.362,0.485,10.2,1.2,29.6,391.5,1.44,2,5,6,87,29,412,-2.69
1096,219-3,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,2,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0.14,3.75,0,0,34,0,0,0.379,0.53,10.2,1.13,28.7,391.5,1.44,2,5,6,87,29,412,-2.69
1097,219-4,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3.8,0.63,3.76,0,0,27,0,0,0.375,0.493,10.5,1.14,30.2,391.5,1.44,2,5,6,87,29,412,-2.69
1098,219-5,Rizatriptan Benzoate,5,20,2,2,0,0,0,0,0,0,2,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0.15,3.69,0,0,35,0,0,0.36,0.462,10.8,1.5,35,391.5,1.44,2,5,6,87,29,412,-2.69
1099,219-6,Rizatriptan Benzoate,5,20,2,5,0,0,0,0,0,0,2,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3.9,0.52,3.69,0,0,26,0,0,0.419,0.477,10.9,1.06,31.5,391.5,1.44,2,5,6,87,29,412,-2.69
1100,219-7,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.6,0.1,3.7,0,0,25,0,0,0.417,0.471,11.2,1.04,28.6,391.5,1.44,2,5,6,87,29,412,-2.69
1101,219-8,Rizatriptan Benzoate,5,20,2,0,0,0,0,0,0,0,2,0,0,2,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.7,0.9,3.65,0,0,30,0,0,0.416,0.475,11.5,1.2,29.7,391.5,1.44,2,5,6,87,29,412,-2.69
1102,219-9,Rizatriptan Benzoate,5,20,2,5,0,0,0,0,0,0,2,0,0,5,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.9,0.13,3.56,0,0,24,0,0,0.428,0.471,11.8,1.02,30.2,391.5,1.44,2,5,6,87,29,412,-2.69
1103,219-10,Rizatriptan Benzoate,5,20,2,2,0,0,0,0,0,0,2,0,0,5,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0.17,3.74,0,0,26,0,0,0.468,0.456,11.1,1.07,32.1,391.5,1.44,2,5,6,87,29,412,-2.69
1104,219-11,Rizatriptan Benzoate,5,20,2,5,0,0,0,0,0,0,2,0,0,0,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.9,0.13,3.7,0,0,18,0,0,0.436,0.45,10,1.09,24.7,391.5,1.44,2,5,6,87,29,412,-2.69
1105,219-12,Rizatriptan Benzoate,5,20,2,5,0,0,0,0,0,0,2,0,0,0,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3.5,0.16,3.69,0,0,29,0,0,0.442,0.428,10.9,1.99,30.2,391.5,1.44,2,5,6,87,29,412,-2.69
1106,380-1,hydrocortisone sodium succinate,5,9,124,0,0,0,0.5,0,0,0,0.5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.22,0.063,3.22,58.3,89.65,23.8,113.9,0,1.16,1.34,13.36,1.15,19.3,484.5,0.5,2,8,7,141,34,915,-2.08
1107,380-2,hydrocortisone sodium succinate,5,9,124,0,0,0,0.5,0,0,0,0.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.2,0.11,3.21,46.5,98,15.3,111.8,0,1.19,1.33,10.39,1.11,17.24,484.5,0.5,2,8,7,141,34,915,-2.08
1108,380-3,hydrocortisone sodium succinate,5,9,124,11,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.2,0.102,3.21,54.5,96.16,35.8,113.2,0,1.15,1.3,11.27,1.13,18.93,484.5,0.5,2,8,7,141,34,915,-2.08
1109,380-4,hydrocortisone sodium succinate,5,9,124,3.6,0,0,0.5,0,0,0,0.5,0,0,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.8,1.25,0.039,3.21,53.5,95.83,15.66,113.8,0,1.66,1.32,12.05,0.79,18.55,484.5,0.5,2,8,7,141,34,915,-2.08
1110,380-5,hydrocortisone sodium succinate,5,9,124,2.5,0,0,0.5,0,0,0,0.5,0,0,2.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.27,0.056,3.21,52.4,95.33,22.83,113.8,0,1.19,1.4,15.16,1.17,20.74,484.5,0.5,2,8,7,141,34,915,-2.08
1111,380-6,hydrocortisone sodium succinate,5,9,124,2.5,0,0,0.5,0,0,0,0.5,0,0,6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.2,0.073,3.21,48.4,96,15.5,111.8,0,1.15,1.41,18.35,1.22,16.69,484.5,0.5,2,8,7,141,34,915,-2.08
1112,380-7,hydrocortisone sodium succinate,5,9,124,6,0,0,0.5,0,0,0,0.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.3,0.059,3.2,51.6,96.14,7.33,113.4,0,1.21,1.49,18.78,1.23,19.05,484.5,0.5,2,8,7,141,34,915,-2.08
1113,380-8,hydrocortisone sodium succinate,5,9,124,0,0,0,0.5,0,0,0,0.5,0,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.25,0.149,3.2,52.7,94.82,16.5,113.5,0,1.15,1.44,20.48,1.25,16.43,484.5,0.5,2,8,7,141,34,915,-2.08
1114,380-9,hydrocortisone sodium succinate,5,9,124,5.5,0,0,0.5,0,0,0,0.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.22,0.093,3.2,54.3,94.48,21,113.4,0,1.15,1.52,24.27,1.32,16.1,484.5,0.5,2,8,7,141,34,915,-2.08
1115,380-10,hydrocortisone sodium succinate,5,9,124,5.5,0,0,0.5,0,0,0,0.5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1.2,0.14,3.21,49.4,96.48,20.6,113.1,0,1.18,1.48,20.42,1.25,17.56,484.5,0.5,2,8,7,141,34,915,-2.08
1116,381-1,olanzapine,5,21.5,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.85,0.284,2.24,32.12,100.04,28,64.7,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1117,381-2,olanzapine,5,20.5,20,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.54,0.29,2.25,29.23,101.05,25.12,66.44,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1118,381-3,olanzapine,5,19.5,20,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.65,0.287,2.21,28.52,99.98,24.48,68.7,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1119,381-4,olanzapine,5,18.5,20,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.75,0.285,2.22,28.12,100.01,24.32,70.87,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1120,381-5,olanzapine,5,21.5,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.75,0.275,2.23,39.51,103.08,35.38,66,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1121,381-6,olanzapine,5,20.5,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.95,0.267,2.2,35.21,99.97,30.12,68.5,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1122,381-7,olanzapine,5,19.5,20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.05,0.261,2.22,38.48,101.12,33.41,70.9,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1123,381-8,olanzapine,5,18.5,20,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.26,0.259,2.21,40.53,101.08,34.1,73.13,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1124,381-9,olanzapine,5,21.5,20,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.26,0.254,2.23,39.55,98.98,34.36,70.37,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1125,381-10,olanzapine,5,20.5,20,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.56,0.249,2.2,41.57,101.21,36.1,74.49,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1126,381-11,olanzapine,5,19.5,20,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.87,0.234,2.24,42.25,100.16,38.36,79.55,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1127,381-12,olanzapine,5,18.5,20,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.07,0.223,2.22,47.51,102.12,42.21,84.69,0,0,0,0,0,0,312.4,2.9,1,4,1,59.1,22,432,-3.63
1128,385-1,Famotidine,20,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.5,0.45,5.34,35.67,95.65,39.67,0,0,0.65,0.78,16.66,1.2,32.5,337.5,-0.6,4,8,7,238,20,469,-2.22
1129,385-2,Famotidine,20,0,0,0,5,0,5,0,0,0,5,0,0,7.5,0,0,0,0,0,0,0,0,0,30,177.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,4,0.36,5.23,34,98.47,35.33,0,0,0.68,0.84,19.04,1.23,32.6,337.5,-0.6,4,8,7,238,20,469,-2.22
1130,385-3,Famotidine,20,0,0,0,5,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,30,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3.5,0.62,5.35,25,96.68,29,0,0,0.69,0.86,19.76,1.24,34.12,337.5,-0.6,4,8,7,238,20,469,-2.22
